Datum,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche
2017-11-25,6.0,99.5384898594057,7.0,2.775,5.0,45.0,
2017-11-26,1.0,56.1839609734841,7.0,4.65,12.0,61.0,
2017-11-26,2.0,462.02051039162,7.0,4.65,12.0,61.0,
2017-11-26,3.0,145.539409678938,7.0,4.65,12.0,61.0,
2017-11-26,4.0,92.2603367987658,7.0,4.65,12.0,61.0,
2017-11-26,5.0,223.727809609641,7.0,4.65,12.0,61.0,
2017-11-26,6.0,74.6409274716296,7.0,4.65,12.0,61.0,
2017-11-27,1.0,108.488785532168,7.0,4.5625,14.0,61.0,
2017-11-27,2.0,246.485981907524,7.0,4.5625,14.0,61.0,
2017-11-27,3.0,91.2166369682366,7.0,4.5625,14.0,61.0,
2017-11-27,4.0,64.2844868038263,7.0,4.5625,14.0,61.0,
2017-11-27,5.0,200.072289929706,7.0,4.5625,14.0,61.0,
2017-11-27,6.0,69.6217928098709,7.0,4.5625,14.0,61.0,
2017-11-28,1.0,82.6450051477415,7.0,5.4875,12.0,61.0,
2017-11-28,2.0,182.668977030814,7.0,5.4875,12.0,61.0,
2017-11-28,3.0,95.6288353069938,7.0,5.4875,12.0,61.0,
2017-11-28,4.0,48.0143138187276,7.0,5.4875,12.0,61.0,
2017-11-28,5.0,183.812795854092,7.0,5.4875,12.0,61.0,
2017-11-28,6.0,66.1080672646919,7.0,5.4875,12.0,61.0,
2017-11-29,1.0,70.8933590937057,7.0,4.225,6.0,61.0,
2017-11-29,2.0,222.218638281581,7.0,4.225,6.0,61.0,
2017-11-29,3.0,91.7189243097624,7.0,4.225,6.0,61.0,
2017-11-29,4.0,77.5327836643724,7.0,4.225,6.0,61.0,
2017-11-29,5.0,187.807886915041,7.0,4.225,6.0,61.0,
2017-11-29,6.0,100.80162265371,7.0,4.225,6.0,61.0,
2017-11-30,1.0,151.851067390839,7.0,2.8125,4.0,10.0,
2017-11-30,2.0,216.78430330821,7.0,2.8125,4.0,10.0,
2017-11-30,3.0,90.9905683178398,7.0,2.8125,4.0,10.0,
2017-11-30,4.0,78.2830286316067,7.0,2.8125,4.0,10.0,
2017-11-30,5.0,215.347994961026,7.0,2.8125,4.0,10.0,
2017-11-30,6.0,148.318103888471,7.0,2.8125,4.0,10.0,
2017-12-01,1.0,81.7634785538538,6.0,4.3625,8.0,68.0,
2017-12-01,2.0,243.454112286962,6.0,4.3625,8.0,68.0,
2017-12-01,3.0,108.790843446546,6.0,4.3625,8.0,68.0,
2017-12-01,4.0,105.62151938692,6.0,4.3625,8.0,68.0,
2017-12-01,5.0,205.146848262433,6.0,4.3625,8.0,68.0,
2017-12-01,6.0,112.938176175859,6.0,4.3625,8.0,68.0,
2017-12-02,1.0,127.082516714906,7.0,0.375,8.0,61.0,
2017-12-02,2.0,288.536116007129,7.0,0.375,8.0,61.0,
2017-12-02,3.0,127.405558719443,7.0,0.375,8.0,61.0,
2017-12-02,4.0,59.7973625803037,7.0,0.375,8.0,61.0,
2017-12-02,5.0,213.255598532005,7.0,0.375,8.0,61.0,
2017-12-02,6.0,73.5044534836882,7.0,0.375,8.0,61.0,
2017-12-03,1.0,77.1376298618811,7.0,5.225,7.0,61.0,
2017-12-03,2.0,434.563859195436,7.0,5.225,7.0,61.0,
2017-12-03,3.0,172.878605046228,7.0,5.225,7.0,61.0,
2017-12-03,4.0,85.7198085315545,7.0,5.225,7.0,61.0,
2017-12-03,5.0,251.201023955334,7.0,5.225,7.0,61.0,
2017-12-03,6.0,79.6004075618886,7.0,5.225,7.0,61.0,
2017-12-04,1.0,132.405506118959,2.0,5.3375,12.0,,
2017-12-04,2.0,215.359624111002,2.0,5.3375,12.0,,
2017-12-04,3.0,124.885305907806,2.0,5.3375,12.0,,
2017-12-04,4.0,61.9317821102238,2.0,5.3375,12.0,,
2017-12-04,5.0,167.07305419771,2.0,5.3375,12.0,,
2017-12-04,6.0,117.520022750142,2.0,5.3375,12.0,,
2017-12-05,1.0,98.6865740402869,7.0,8.65,17.0,21.0,
2017-12-05,2.0,226.946486233653,7.0,8.65,17.0,21.0,
2017-12-05,3.0,85.3672468067668,7.0,8.65,17.0,21.0,
2017-12-05,4.0,64.6018844575141,7.0,8.65,17.0,21.0,
2017-12-05,5.0,165.220390196023,7.0,8.65,17.0,21.0,
2017-12-05,6.0,123.224464617739,7.0,8.65,17.0,21.0,
2017-12-06,1.0,87.2168769966415,7.0,8.9,17.0,0.0,
2017-12-06,2.0,208.992261848017,7.0,8.9,17.0,0.0,
2017-12-06,3.0,88.4459443650205,7.0,8.9,17.0,0.0,
2017-12-06,4.0,55.4146458133456,7.0,8.9,17.0,0.0,
2017-12-06,5.0,189.869482426349,7.0,8.9,17.0,0.0,
2017-12-06,6.0,79.8680887634483,7.0,8.9,17.0,0.0,
2017-12-07,1.0,121.022930614205,8.0,5.7625,13.0,61.0,
2017-12-07,2.0,203.813113698898,8.0,5.7625,13.0,61.0,
2017-12-07,3.0,88.7713968416023,8.0,5.7625,13.0,61.0,
2017-12-07,4.0,54.0088391818527,8.0,5.7625,13.0,61.0,
2017-12-07,5.0,193.736855216235,8.0,5.7625,13.0,61.0,
2017-12-07,6.0,109.933446733591,8.0,5.7625,13.0,61.0,
2017-12-08,1.0,90.723222063322,6.0,1.675,10.0,73.0,
2017-12-08,2.0,226.268514034133,6.0,1.675,10.0,73.0,
2017-12-08,3.0,88.682749091363,6.0,1.675,10.0,73.0,
2017-12-08,4.0,66.7982079927858,6.0,1.675,10.0,73.0,
2017-12-08,5.0,195.006756092183,6.0,1.675,10.0,73.0,
2017-12-08,6.0,85.870568331829,6.0,1.675,10.0,73.0,
2017-12-09,1.0,109.566700891337,3.0,3.5125,10.0,61.0,
2017-12-09,2.0,337.94476310996,3.0,3.5125,10.0,61.0,
2017-12-09,3.0,128.712796006967,3.0,3.5125,10.0,61.0,
2017-12-09,4.0,87.7636303187285,3.0,3.5125,10.0,61.0,
2017-12-09,5.0,213.992875770387,3.0,3.5125,10.0,61.0,
2017-12-09,6.0,109.592675334139,3.0,3.5125,10.0,61.0,
2017-12-10,1.0,46.1034350972905,7.0,0.9875,9.0,22.0,
2017-12-10,2.0,405.993257717094,7.0,0.9875,9.0,22.0,
2017-12-10,3.0,141.228429838865,7.0,0.9875,9.0,22.0,
2017-12-10,4.0,94.5176183054956,7.0,0.9875,9.0,22.0,
2017-12-10,5.0,230.009052923776,7.0,0.9875,9.0,22.0,
2017-12-10,6.0,94.1497660962144,7.0,0.9875,9.0,22.0,
2017-12-11,1.0,64.1114917289524,8.0,2.2375,14.0,61.0,
2017-12-11,2.0,202.053997883196,8.0,2.2375,14.0,61.0,
2017-12-11,3.0,66.8512773964215,8.0,2.2375,14.0,61.0,
2017-12-11,4.0,50.7247058487075,8.0,2.2375,14.0,61.0,
2017-12-11,5.0,162.390126292779,8.0,2.2375,14.0,61.0,
2017-12-11,6.0,81.5380304454757,8.0,2.2375,14.0,61.0,
2017-12-12,1.0,104.188888422736,7.0,1.55,12.0,68.0,
2017-12-12,2.0,195.040468251702,7.0,1.55,12.0,68.0,
2017-12-12,3.0,80.2744096681127,7.0,1.55,12.0,68.0,
2017-12-12,4.0,72.7722091983781,7.0,1.55,12.0,68.0,
2017-12-12,5.0,171.789515630901,7.0,1.55,12.0,68.0,
2017-12-12,6.0,128.470188126235,7.0,1.55,12.0,68.0,
2017-12-13,1.0,71.0846835326617,7.0,1.9875,12.0,69.0,
2017-12-13,2.0,194.161309340236,7.0,1.9875,12.0,69.0,
2017-12-13,3.0,54.5606055292997,7.0,1.9875,12.0,69.0,
2017-12-13,4.0,69.1482504619048,7.0,1.9875,12.0,69.0,
2017-12-13,5.0,162.960520031848,7.0,1.9875,12.0,69.0,
2017-12-13,6.0,63.612142629209,7.0,1.9875,12.0,69.0,
2017-12-14,1.0,147.585568185835,7.0,3.025,12.0,61.0,
2017-12-14,2.0,244.558358353928,7.0,3.025,12.0,61.0,
2017-12-14,3.0,63.0266652939679,7.0,3.025,12.0,61.0,
2017-12-14,4.0,119.269465537394,7.0,3.025,12.0,61.0,
2017-12-14,5.0,215.233289739844,7.0,3.025,12.0,61.0,
2017-12-14,6.0,63.5113105200694,7.0,3.025,12.0,61.0,
2017-12-15,1.0,107.055312628908,7.0,3.0375,9.0,20.0,
2017-12-15,2.0,207.051404204092,7.0,3.0375,9.0,20.0,
2017-12-15,3.0,78.2216501942594,7.0,3.0375,9.0,20.0,
2017-12-15,4.0,57.2667627264866,7.0,3.0375,9.0,20.0,
2017-12-15,5.0,206.324236158375,7.0,3.0375,9.0,20.0,
2017-12-15,6.0,93.5202342927043,7.0,3.0375,9.0,20.0,
2017-12-16,1.0,111.764487162802,1.0,3.275,10.0,10.0,
2017-12-16,2.0,359.391246869914,1.0,3.275,10.0,10.0,
2017-12-16,3.0,142.53421738335,1.0,3.275,10.0,10.0,
2017-12-16,4.0,97.1892500286851,1.0,3.275,10.0,10.0,
2017-12-16,5.0,233.884316697174,1.0,3.275,10.0,10.0,
2017-12-16,6.0,105.308724630915,1.0,3.275,10.0,10.0,
2017-12-17,1.0,54.2108446777326,3.0,1.1375,7.0,10.0,
2017-12-17,2.0,414.241268554725,3.0,1.1375,7.0,10.0,
2017-12-17,3.0,159.686296935857,3.0,1.1375,7.0,10.0,
2017-12-17,4.0,92.361263176262,3.0,1.1375,7.0,10.0,
2017-12-17,5.0,277.174647131406,3.0,1.1375,7.0,10.0,
2017-12-17,6.0,91.5836690863741,3.0,1.1375,7.0,10.0,
2017-12-18,1.0,132.343297226153,5.0,2.4625,6.0,10.0,
2017-12-18,2.0,236.172051459289,5.0,2.4625,6.0,10.0,
2017-12-18,3.0,94.7737484393613,5.0,2.4625,6.0,10.0,
2017-12-18,4.0,81.2271727353582,5.0,2.4625,6.0,10.0,
2017-12-18,5.0,134.405698196815,5.0,2.4625,6.0,10.0,
2017-12-18,6.0,78.4614876007076,5.0,2.4625,6.0,10.0,
2017-12-19,1.0,114.954215428736,7.0,5.9125,7.0,20.0,
2017-12-19,2.0,219.58854798377,7.0,5.9125,7.0,20.0,
2017-12-19,3.0,73.6343088065715,7.0,5.9125,7.0,20.0,
2017-12-19,4.0,52.3839050076527,7.0,5.9125,7.0,20.0,
2017-12-19,5.0,149.475430361226,7.0,5.9125,7.0,20.0,
2017-12-19,6.0,67.8094425260021,7.0,5.9125,7.0,20.0,
2017-12-20,1.0,95.0575238589803,7.0,6.6375,6.0,20.0,
2017-12-20,2.0,263.813806442959,7.0,6.6375,6.0,20.0,
2017-12-20,3.0,94.7967745101247,7.0,6.6375,6.0,20.0,
2017-12-20,4.0,77.2921009482261,7.0,6.6375,6.0,20.0,
2017-12-20,5.0,157.72174313434,7.0,6.6375,6.0,20.0,
2017-12-20,6.0,65.2664683884036,7.0,6.6375,6.0,20.0,
2017-12-21,1.0,123.510947305391,7.0,6.2375,10.0,21.0,
2017-12-21,2.0,295.983386515154,7.0,6.2375,10.0,21.0,
2017-12-21,3.0,70.6773716770578,7.0,6.2375,10.0,21.0,
2017-12-21,4.0,44.4505511017174,7.0,6.2375,10.0,21.0,
2017-12-21,5.0,178.949150168941,7.0,6.2375,10.0,21.0,
2017-12-21,6.0,87.4712283122925,7.0,6.2375,10.0,21.0,
2017-12-22,1.0,132.34052838286,7.0,5.7625,9.0,10.0,
2017-12-22,2.0,253.999700547864,7.0,5.7625,9.0,10.0,
2017-12-22,3.0,81.7267893179837,7.0,5.7625,9.0,10.0,
2017-12-22,4.0,73.7634925924467,7.0,5.7625,9.0,10.0,
2017-12-22,5.0,169.148699883427,7.0,5.7625,9.0,10.0,
2017-12-22,6.0,71.911652270053,7.0,5.7625,9.0,10.0,
2017-12-23,1.0,216.986006515356,7.0,7.8,19.0,61.0,
2017-12-23,2.0,321.143876209997,7.0,7.8,19.0,61.0,
2017-12-23,3.0,83.5676550722033,7.0,7.8,19.0,61.0,
2017-12-23,4.0,78.8723916371377,7.0,7.8,19.0,61.0,
2017-12-23,5.0,190.505322033484,7.0,7.8,19.0,61.0,
2017-12-23,6.0,84.062222651182,7.0,7.8,19.0,61.0,
2017-12-24,1.0,168.227885876022,7.0,8.1125,16.0,61.0,
2017-12-24,2.0,578.995938801802,7.0,8.1125,16.0,61.0,
2017-12-24,3.0,187.967420125408,7.0,8.1125,16.0,61.0,
2017-12-24,4.0,75.1339574883147,7.0,8.1125,16.0,61.0,
2017-12-24,5.0,199.910108801589,7.0,8.1125,16.0,61.0,
2017-12-24,6.0,60.9819687660936,7.0,8.1125,16.0,61.0,
2017-12-25,,,7.0,8.7,14.0,61.0,
2017-12-26,,,7.0,6.25,14.0,61.0,
2017-12-27,1.0,104.582475428322,7.0,4.6125,7.0,21.0,
2017-12-27,2.0,366.39193384108,7.0,4.6125,7.0,21.0,
2017-12-27,3.0,139.832220333738,7.0,4.6125,7.0,21.0,
2017-12-27,4.0,96.1240109274297,7.0,4.6125,7.0,21.0,
2017-12-27,5.0,220.052505331711,7.0,4.6125,7.0,21.0,
2017-12-27,6.0,34.9726439139618,7.0,4.6125,7.0,21.0,
2017-12-28,1.0,108.209333877696,4.0,4.0875,11.0,61.0,
2017-12-28,2.0,389.287596176283,4.0,4.0875,11.0,61.0,
2017-12-28,3.0,105.138755478215,4.0,4.0875,11.0,61.0,
2017-12-28,4.0,90.1810564800637,4.0,4.0875,11.0,61.0,
2017-12-28,5.0,266.290326838145,4.0,4.0875,11.0,61.0,
2017-12-29,1.0,120.681193840944,5.0,2.8125,11.0,61.0,
2017-12-29,2.0,433.432993002541,5.0,2.8125,11.0,61.0,
2017-12-29,3.0,179.594235115059,5.0,2.8125,11.0,61.0,
2017-12-29,4.0,82.3731844631151,5.0,2.8125,11.0,61.0,
2017-12-29,5.0,285.850859014997,5.0,2.8125,11.0,61.0,
2017-12-30,1.0,162.150512622119,7.0,4.05,10.0,61.0,
2017-12-30,2.0,492.431858117778,7.0,4.05,10.0,61.0,
2017-12-30,3.0,151.571783733849,7.0,4.05,10.0,61.0,
2017-12-30,4.0,106.289227675639,7.0,4.05,10.0,61.0,
2017-12-30,5.0,444.332521393835,7.0,4.05,10.0,61.0,
2017-12-31,1.0,162.986018021678,7.0,8.25,16.0,63.0,
2017-12-31,2.0,558.704848833107,7.0,8.25,16.0,63.0,
2017-12-31,3.0,179.50840678603,7.0,8.25,16.0,63.0,
2017-12-31,4.0,44.1758294041723,7.0,8.25,16.0,63.0,
2017-12-31,5.0,1432.42234722783,7.0,8.25,16.0,63.0,
2018-01-01,,,6.0,6.6125,17.0,61.0,
2018-01-02,1.0,154.786374942725,6.0,5.7,8.0,61.0,
2018-01-02,2.0,362.106622620237,6.0,5.7,8.0,61.0,
2018-01-02,3.0,150.502435605728,6.0,5.7,8.0,61.0,
2018-01-02,4.0,99.6130902579496,6.0,5.7,8.0,61.0,
2018-01-02,5.0,278.690545437323,6.0,5.7,8.0,61.0,
2018-01-03,1.0,80.1711341155724,7.0,6.475,11.0,61.0,
2018-01-03,2.0,296.950711829176,7.0,6.475,11.0,61.0,
2018-01-03,3.0,115.430895275144,7.0,6.475,11.0,61.0,
2018-01-03,4.0,106.317961739392,7.0,6.475,11.0,61.0,
2018-01-03,5.0,234.246543565331,7.0,6.475,11.0,61.0,
2018-01-04,1.0,136.591619491075,6.0,5.5125,7.0,61.0,
2018-01-04,2.0,277.539447649125,6.0,5.5125,7.0,61.0,
2018-01-04,3.0,102.512654812038,6.0,5.5125,7.0,61.0,
2018-01-04,4.0,101.399181602323,6.0,5.5125,7.0,61.0,
2018-01-04,5.0,231.043777731608,6.0,5.5125,7.0,61.0,
2018-01-05,1.0,91.934017601084,8.0,4.325,10.0,61.0,
2018-01-05,2.0,221.493928766554,8.0,4.325,10.0,61.0,
2018-01-05,3.0,109.275993823143,8.0,4.325,10.0,61.0,
2018-01-05,4.0,104.363824844901,8.0,4.325,10.0,61.0,
2018-01-05,5.0,191.050544157891,8.0,4.325,10.0,61.0,
2018-01-06,1.0,73.8495235935427,7.0,3.1875,8.0,61.0,
2018-01-06,2.0,306.612067500727,7.0,3.1875,8.0,61.0,
2018-01-06,3.0,102.460375257105,7.0,3.1875,8.0,61.0,
2018-01-06,4.0,90.7575736757768,7.0,3.1875,8.0,61.0,
2018-01-06,5.0,264.145810508481,7.0,3.1875,8.0,61.0,
2018-01-07,1.0,87.9206063192333,0.0,0.65,8.0,,
2018-01-07,2.0,424.80333027284,0.0,0.65,8.0,,
2018-01-07,3.0,144.442039442307,0.0,0.65,8.0,,
2018-01-07,4.0,140.028867884019,0.0,0.65,8.0,,
2018-01-07,5.0,316.353343557096,0.0,0.65,8.0,,
2018-01-08,1.0,118.339722290326,1.0,0.9875,7.0,5.0,
2018-01-08,2.0,218.416290860879,1.0,0.9875,7.0,5.0,
2018-01-08,3.0,66.6929702875401,1.0,0.9875,7.0,5.0,
2018-01-08,4.0,115.803557985459,1.0,0.9875,7.0,5.0,
2018-01-08,5.0,270.748463547217,1.0,0.9875,7.0,5.0,
2018-01-09,1.0,88.8949959430897,4.0,3.1625,11.0,0.0,
2018-01-09,2.0,231.370506812209,4.0,3.1625,11.0,0.0,
2018-01-09,3.0,82.6143785726371,4.0,3.1625,11.0,0.0,
2018-01-09,4.0,66.6386512377995,4.0,3.1625,11.0,0.0,
2018-01-09,5.0,170.647299973653,4.0,3.1625,11.0,0.0,
2018-01-10,1.0,92.1632213092253,6.0,4.0125,6.0,21.0,
2018-01-10,2.0,213.493748618184,6.0,4.0125,6.0,21.0,
2018-01-10,3.0,72.3107709500424,6.0,4.0125,6.0,21.0,
2018-01-10,4.0,55.6411164339088,6.0,4.0125,6.0,21.0,
2018-01-10,5.0,192.264635692538,6.0,4.0125,6.0,21.0,
2018-01-11,1.0,126.219974300486,7.0,3.8375,10.0,61.0,
2018-01-11,2.0,222.656660834864,7.0,3.8375,10.0,61.0,
2018-01-11,3.0,75.9628544056125,7.0,3.8375,10.0,61.0,
2018-01-11,4.0,59.0034955815228,7.0,3.8375,10.0,61.0,
2018-01-11,5.0,170.354115774724,7.0,3.8375,10.0,61.0,
2018-01-12,1.0,116.261966635988,7.0,2.275,10.0,10.0,
2018-01-12,2.0,213.653541569415,7.0,2.275,10.0,10.0,
2018-01-12,3.0,75.5325871625342,7.0,2.275,10.0,10.0,
2018-01-12,4.0,92.456896212952,7.0,2.275,10.0,10.0,
2018-01-12,5.0,211.608032733142,7.0,2.275,10.0,10.0,
2018-01-13,1.0,109.622594764107,8.0,1.275,8.0,10.0,
2018-01-13,2.0,326.134796825133,8.0,1.275,8.0,10.0,
2018-01-13,3.0,102.912437094458,8.0,1.275,8.0,10.0,
2018-01-13,4.0,93.167767994205,8.0,1.275,8.0,10.0,
2018-01-13,5.0,256.585594385779,8.0,1.275,8.0,10.0,
2018-01-14,1.0,49.0005592318035,1.0,0.325,8.0,5.0,
2018-01-14,2.0,396.378979718406,1.0,0.325,8.0,5.0,
2018-01-14,3.0,151.968858897758,1.0,0.325,8.0,5.0,
2018-01-14,4.0,147.761602469622,1.0,0.325,8.0,5.0,
2018-01-14,5.0,326.994080961684,1.0,0.325,8.0,5.0,
2018-01-15,1.0,108.800629287407,7.0,1.5625,12.0,61.0,
2018-01-15,2.0,242.921864094771,7.0,1.5625,12.0,61.0,
2018-01-15,3.0,85.9256443890805,7.0,1.5625,12.0,61.0,
2018-01-15,4.0,61.329948854006,7.0,1.5625,12.0,61.0,
2018-01-15,5.0,214.087728077301,7.0,1.5625,12.0,61.0,
2018-01-16,1.0,116.40783148052,7.0,3.3625,9.0,61.0,
2018-01-16,2.0,225.76404335699,7.0,3.3625,9.0,61.0,
2018-01-16,3.0,56.3093100492538,7.0,3.3625,9.0,61.0,
2018-01-16,4.0,69.695099163498,7.0,3.3625,9.0,61.0,
2018-01-16,5.0,177.197009401223,7.0,3.3625,9.0,61.0,
2018-01-17,1.0,99.9287661378494,6.0,1.8125,10.0,61.0,
2018-01-17,2.0,214.400310493609,6.0,1.8125,10.0,61.0,
2018-01-17,3.0,77.1881203768712,6.0,1.8125,10.0,61.0,
2018-01-17,4.0,74.4437882733403,6.0,1.8125,10.0,61.0,
2018-01-17,5.0,199.780437868024,6.0,1.8125,10.0,61.0,
2018-01-18,1.0,111.788522418724,7.0,1.1625,17.0,73.0,
2018-01-18,2.0,227.279978766986,7.0,1.1625,17.0,73.0,
2018-01-18,3.0,72.2532702611568,7.0,1.1625,17.0,73.0,
2018-01-18,4.0,72.0964859731471,7.0,1.1625,17.0,73.0,
2018-01-18,5.0,221.520213856511,7.0,1.1625,17.0,73.0,
2018-01-19,1.0,121.028250919463,6.0,1.975,10.0,73.0,
2018-01-19,2.0,233.268218984193,6.0,1.975,10.0,73.0,
2018-01-19,3.0,79.4912684505094,6.0,1.975,10.0,73.0,
2018-01-19,4.0,67.6096124702958,6.0,1.975,10.0,73.0,
2018-01-19,5.0,227.629762665163,6.0,1.975,10.0,73.0,
2018-01-20,1.0,115.690881472167,8.0,1.75,7.0,61.0,
2018-01-20,2.0,295.006942427965,8.0,1.75,7.0,61.0,
2018-01-20,3.0,86.0376499500436,8.0,1.75,7.0,61.0,
2018-01-20,4.0,98.9309178851427,8.0,1.75,7.0,61.0,
2018-01-20,5.0,295.611586876073,8.0,1.75,7.0,61.0,
2018-01-21,1.0,86.9824385331888,6.0,-0.6125,3.0,49.0,
2018-01-21,2.0,398.585448365232,6.0,-0.6125,3.0,49.0,
2018-01-21,3.0,187.190402965026,6.0,-0.6125,3.0,49.0,
2018-01-21,4.0,171.52657521436,6.0,-0.6125,3.0,49.0,
2018-01-21,5.0,288.064172457206,6.0,-0.6125,3.0,49.0,
2018-01-22,1.0,137.932331634568,7.0,0.675,7.0,77.0,
2018-01-22,2.0,194.083018345383,7.0,0.675,7.0,77.0,
2018-01-22,3.0,106.618252948229,7.0,0.675,7.0,77.0,
2018-01-22,4.0,72.9964101881541,7.0,0.675,7.0,77.0,
2018-01-22,5.0,205.21919174015,7.0,0.675,7.0,77.0,
2018-01-23,1.0,101.743983330679,7.0,4.6625,7.0,61.0,
2018-01-23,2.0,208.443667129935,7.0,4.6625,7.0,61.0,
2018-01-23,3.0,81.7299549683164,7.0,4.6625,7.0,61.0,
2018-01-23,4.0,95.8855786531597,7.0,4.6625,7.0,61.0,
2018-01-23,5.0,192.567272871935,7.0,4.6625,7.0,61.0,
2018-01-24,1.0,115.464753338403,8.0,11.6,14.0,61.0,
2018-01-24,2.0,203.385782144794,8.0,11.6,14.0,61.0,
2018-01-24,3.0,98.3309422420537,8.0,11.6,14.0,61.0,
2018-01-24,4.0,62.9949858594412,8.0,11.6,14.0,61.0,
2018-01-24,5.0,191.599397751055,8.0,11.6,14.0,61.0,
2018-01-25,1.0,103.267103773044,7.0,7.95,9.0,21.0,
2018-01-25,2.0,232.391630766844,7.0,7.95,9.0,21.0,
2018-01-25,3.0,81.1911029399639,7.0,7.95,9.0,21.0,
2018-01-25,4.0,76.0722903455264,7.0,7.95,9.0,21.0,
2018-01-25,5.0,189.908855738294,7.0,7.95,9.0,21.0,
2018-01-26,1.0,98.0556839467947,6.0,5.9625,5.0,45.0,
2018-01-26,2.0,274.633939189323,6.0,5.9625,5.0,45.0,
2018-01-26,3.0,79.48711893513,6.0,5.9625,5.0,45.0,
2018-01-26,4.0,71.1908344949541,6.0,5.9625,5.0,45.0,
2018-01-26,5.0,241.003825744459,6.0,5.9625,5.0,45.0,
2018-01-27,1.0,130.945038639959,8.0,5.6375,9.0,10.0,
2018-01-27,2.0,245.309038638068,8.0,5.6375,9.0,10.0,
2018-01-27,3.0,104.368162476671,8.0,5.6375,9.0,10.0,
2018-01-27,4.0,118.531330062167,8.0,5.6375,9.0,10.0,
2018-01-27,5.0,238.508599445852,8.0,5.6375,9.0,10.0,
2018-01-28,1.0,83.0180376295478,6.0,7.6625,16.0,61.0,
2018-01-28,2.0,386.418720172624,6.0,7.6625,16.0,61.0,
2018-01-28,3.0,179.257190765101,6.0,7.6625,16.0,61.0,
2018-01-28,4.0,186.614734681636,6.0,7.6625,16.0,61.0,
2018-01-28,5.0,343.016602652484,6.0,7.6625,16.0,61.0,
2018-01-29,1.0,109.744299217296,7.0,7.55,21.0,63.0,
2018-01-29,2.0,194.790295410509,7.0,7.55,21.0,63.0,
2018-01-29,3.0,82.9125750766826,7.0,7.55,21.0,63.0,
2018-01-29,4.0,53.8875937065372,7.0,7.55,21.0,63.0,
2018-01-29,5.0,193.549213544791,7.0,7.55,21.0,63.0,
2018-01-30,1.0,117.052646589407,4.0,5.7375,15.0,10.0,
2018-01-30,2.0,238.543843794119,4.0,5.7375,15.0,10.0,
2018-01-30,3.0,99.0350024655034,4.0,5.7375,15.0,10.0,
2018-01-30,4.0,83.2550647415232,4.0,5.7375,15.0,10.0,
2018-01-30,5.0,209.702544523933,4.0,5.7375,15.0,10.0,
2018-01-31,1.0,105.812423397334,7.0,6.3,15.0,61.0,
2018-01-31,2.0,208.506252620249,7.0,6.3,15.0,61.0,
2018-01-31,3.0,79.2163042576594,7.0,6.3,15.0,61.0,
2018-01-31,4.0,56.4391103574792,7.0,6.3,15.0,61.0,
2018-01-31,5.0,215.663462355236,7.0,6.3,15.0,61.0,
2018-02-01,1.0,96.7664796057527,7.0,3.5125,11.0,61.0,
2018-02-01,2.0,226.66154114477,7.0,3.5125,11.0,61.0,
2018-02-01,3.0,92.8478148910384,7.0,3.5125,11.0,61.0,
2018-02-01,4.0,75.058564397273,7.0,3.5125,11.0,61.0,
2018-02-01,5.0,229.803294936102,7.0,3.5125,11.0,61.0,
2018-02-02,1.0,95.67376206111348,7.0,3.45,6.0,61.0,
2018-02-02,2.0,232.958252736332,7.0,3.45,6.0,61.0,
2018-02-02,3.0,103.70762060485,7.0,3.45,6.0,61.0,
2018-02-02,4.0,102.495517469135,7.0,3.45,6.0,61.0,
2018-02-02,5.0,228.591244327193,7.0,3.45,6.0,61.0,
2018-02-03,1.0,105.609185632305,7.0,-1.1625,8.0,71.0,
2018-02-03,2.0,272.959507008903,7.0,-1.1625,8.0,71.0,
2018-02-03,3.0,114.506750856677,7.0,-1.1625,8.0,71.0,
2018-02-03,4.0,88.9079876540388,7.0,-1.1625,8.0,71.0,
2018-02-03,5.0,277.395112937839,7.0,-1.1625,8.0,71.0,
2018-02-04,1.0,53.0138004326992,7.0,0.825,18.0,73.0,
2018-02-04,2.0,379.119369610782,7.0,0.825,18.0,73.0,
2018-02-04,3.0,148.452873371219,7.0,0.825,18.0,73.0,
2018-02-04,4.0,100.246292103139,7.0,0.825,18.0,73.0,
2018-02-04,5.0,328.403879136331,7.0,0.825,18.0,73.0,
2018-02-05,1.0,141.343449024634,7.0,-0.2375,10.0,22.0,
2018-02-05,2.0,218.639747671784,7.0,-0.2375,10.0,22.0,
2018-02-05,3.0,112.122544509562,7.0,-0.2375,10.0,22.0,
2018-02-05,4.0,99.9899199000874,7.0,-0.2375,10.0,22.0,
2018-02-05,5.0,235.745691044597,7.0,-0.2375,10.0,22.0,
2018-02-06,1.0,119.719757906946,1.0,-0.8625,5.0,10.0,
2018-02-06,2.0,222.355875893781,1.0,-0.8625,5.0,10.0,
2018-02-06,3.0,81.2263029149462,1.0,-0.8625,5.0,10.0,
2018-02-06,4.0,108.184958277869,1.0,-0.8625,5.0,10.0,
2018-02-06,5.0,298.01563750602,1.0,-0.8625,5.0,10.0,
2018-02-07,1.0,101.419539257411,0.0,-1.285714,4.0,5.0,
2018-02-07,2.0,195.513731095511,0.0,-1.285714,4.0,5.0,
2018-02-07,3.0,108.269493600282,0.0,-1.285714,4.0,5.0,
2018-02-07,4.0,79.4011405411019,0.0,-1.285714,4.0,5.0,
2018-02-07,5.0,243.449268125649,0.0,-1.285714,4.0,5.0,
